32,72.2,2.26,1.96,102.03,3.2,2.58,107.28,3.35,3,110.37,3.45,3.02
23,35.83,1.56,1.33,77.75,3.38,2.33,101.5,4.41,3.58,110.17,4.79,4
22,41.44,1.88,1.5,61.6,2.8,2.67,65.6,2.98,2.88,65.6,2.98,2.88
47,124.15,2.64,2.17,156.47,3.33,2.67,164.88,3.51,2.92,172.05,3.66,2.92
